Invoice_ID;Branch;City;Customer_type;Gender;Product_line;Unit_price;Quantity;Tax;Total;Purchase_Date;Purchase_Time;Payment;cogs;gross_margin_percentage;gross_income;Rating
843-73-4724;A;Yangon;Normal;Male;Fashion accessories;74.1;1;3.71;77.81;1/25/2019;11:05:00;Cash;74.1;4.761.904.762;3.71;9.2
409-33-9708;A;Yangon;Normal;Female;Fashion accessories;98.48;2;9.85;206.81;2/19/2019;10:12:00;Ewallet;196.96;4.761.904.762;9.85;9.2
658-66-3967;C;Naypyitaw;Normal;Male;Health and beauty;53.19;7;186.17;3.909.465;1/14/2019;15:42:00;Ewallet;372.33;4.761.904.762;186.17;5
866-70-2814;B;Mandalay;Normal;Female;Electronic accessories;52.79;10;26.4;554.3;2/25/2019;11:58:00;Ewallet;527.9;4.761.904.762;26.4;10
160-22-2687;A;Yangon;Member;Female;Health and beauty;95.95;5;239.88;5.037.375;1/23/2019;14:21:00;Ewallet;479.75;4.761.904.762;239.88;8.8
895-03-6665;B;Mandalay;Normal;Female;Fashion accessories;36.51;9;164.3;3.450.195;2/16/2019;10:52:00;Cash;328.59;4.761.904.762;164.3;4.2
770-42-8960;B;Mandalay;Normal;Male;Food and beverages;21.12;8;8.45;177.41;01/01/2019;19:31:00;Cash;168.96;4.761.904.762;8.45;6.3
748-45-2862;A;Yangon;Member;Female;Home and lifestyle;28.31;4;5.66;118.9;03/07/2019;18:35:00;Cash;113.24;4.761.904.762;5.66;8.2
234-36-2483;B;Mandalay;Normal;Male;Health and beauty;57.59;6;17.28;362.82;2/15/2019;13:51:00;Cash;345.54;4.761.904.762;17.28;5.1
316-66-3011;A;Yangon;Member;Female;Food and beverages;47.63;9;214.34;4.501.035;1/23/2019;12:35:00;Cash;428.67;4.761.904.762;214.34;5
848-95-6252;C;Naypyitaw;Member;Female;Home and lifestyle;86.27;1;43.14;905.84;2/20/2019;13:24:00;Ewallet;86.27;4.761.904.762;43.14;7
840-76-5966;A;Yangon;Member;Male;Sports and travel;12.76;2;1.28;26.8;01/08/2019;18:06:00;Ewallet;25.52;4.761.904.762;1.28;7.8
152-03-4217;B;Mandalay;Normal;Female;Home and lifestyle;11.28;9;5.08;106.6;3/17/2019;11:55:00;Credit card;101.52;4.761.904.762;5.08;4.3
533-66-5566;B;Mandalay;Normal;Female;Home and lifestyle;51.07;7;178.75;3.753.645;01/12/2019;11:42:00;Cash;357.49;4.761.904.762;178.75;7
124-31-1458;A;Yangon;Member;Female;Electronic accessories;79.59;3;119.39;2.507.085;01/08/2019;14:30:00;Cash;238.77;4.761.904.762;119.39;6.6
176-78-1170;C;Naypyitaw;Member;Male;Health and beauty;33.81;3;50.72;1.065.015;1/26/2019;15:11:00;Ewallet;101.43;4.761.904.762;50.72;7.3
361-59-0574;B;Mandalay;Member;Male;Sports and travel;90.53;8;36.21;760.45;3/15/2019;14:48:00;Credit card;724.24;4.761.904.762;36.21;6.5
101-81-4070;C;Naypyitaw;Member;Female;Health and beauty;62.82;2;6.28;131.92;1/17/2019;12:36:00;Ewallet;125.64;4.761.904.762;6.28;4.9
631-34-1880;C;Naypyitaw;Member;Male;Food and beverages;24.31;3;36.47;765.77;01/08/2019;19:09:00;Credit card;72.93;4.761.904.762;36.47;4.3
852-82-2749;A;Yangon;Normal;Male;Sports and travel;64.59;4;12.92;271.28;01/06/2019;13:35:00;Ewallet;258.36;4.761.904.762;12.92;9.3
873-14-6353;A;Yangon;Member;Male;Food and beverages;24.82;7;8.69;182.43;2/16/2019;10:33:00;Credit card;173.74;4.761.904.762;8.69;7.1
584-66-4073;C;Naypyitaw;Normal;Male;Fashion accessories;56.5;1;2.83;59.33;3/13/2019;15:45:00;Ewallet;56.5;4.761.904.762;2.83;9.6
544-55-9589;B;Mandalay;Member;Female;Electronic accessories;21.43;10;10.72;225.02;1/28/2019;11:51:00;Cash;214.3;4.761.904.762;10.72;6.2
166-19-2553;A;Yangon;Member;Male;Sports and travel;89.06;6;26.72;561.08;1/18/2019;17:26:00;Cash;534.36;4.761.904.762;26.72;9.9
737-88-5876;A;Yangon;Member;Male;Home and lifestyle;23.29;4;4.66;97.82;3/19/2019;11:52:00;Credit card;93.16;4.761.904.762;4.66;5.9
154-87-7367;C;Naypyitaw;Normal;Male;Home and lifestyle;65.26;8;26.1;548.18;3/15/2019;14:04:00;Ewallet;522.08;4.761.904.762;26.1;6.3
885-56-0389;C;Naypyitaw;Member;Male;Fashion accessories;52.35;1;26.18;549.68;02/12/2019;17:49:00;Cash;52.35;4.761.904.762;26.18;4
608-05-3804;B;Mandalay;Member;Male;Electronic accessories;39.75;1;19.88;417.38;2/25/2019;20:19:00;Cash;39.75;4.761.904.762;19.88;6.1
448-61-3783;A;Yangon;Normal;Female;Electronic accessories;90.02;8;36.01;756.17;3/21/2019;16:08:00;Credit card;720.16;4.761.904.762;36.01;4.5
761-49-0439;B;Mandalay;Member;Female;Electronic accessories;12.1;8;4.84;101.64;1/19/2019;10:17:00;Ewallet;96.8;4.761.904.762;4.84;8.6
490-95-0021;B;Mandalay;Member;Female;Food and beverages;33.21;10;16.61;348.71;01/08/2019;14:25:00;Ewallet;332.1;4.761.904.762;16.61;6
115-38-7388;C;Naypyitaw;Member;Female;Fashion accessories;10.18;8;4.07;85.51;3/30/2019;12:51:00;Credit card;81.44;4.761.904.762;4.07;9.5
311-13-6971;B;Mandalay;Member;Male;Sports and travel;31.99;10;16;335.9;2/20/2019;15:18:00;Credit card;319.9;4.761.904.762;16;9.9
291-55-6563;A;Yangon;Member;Female;Home and lifestyle;34.42;6;10.33;216.85;3/30/2019;12:45:00;Ewallet;206.52;4.761.904.762;10.33;7.5
548-48-3156;A;Yangon;Member;Female;Food and beverages;83.34;2;8.33;175.01;3/19/2019;13:37:00;Cash;166.68;4.761.904.762;8.33;7.6
460-93-5834;A;Yangon;Normal;Male;Sports and travel;45.58;7;15.95;335.01;1/13/2019;10:03:00;Cash;319.06;4.761.904.762;15.95;5
325-89-4209;A;Yangon;Member;Male;Food and beverages;87.9;1;4.4;92.3;02/05/2019;19:42:00;Ewallet;87.9;4.761.904.762;4.4;6.7
884-80-6021;A;Yangon;Member;Female;Electronic accessories;73.47;10;36.74;771.44;3/23/2019;13:14:00;Ewallet;734.7;4.761.904.762;36.74;9.5
137-74-8729;C;Naypyitaw;Normal;Female;Fashion accessories;12.19;8;4.88;102.4;3/13/2019;12:47:00;Ewallet;97.52;4.761.904.762;4.88;6.8
880-46-5796;A;Yangon;Member;Male;Sports and travel;76.92;10;38.46;807.66;3/17/2019;19:53:00;Ewallet;769.2;4.761.904.762;38.46;5.6
389-70-2397;C;Naypyitaw;Normal;Female;Health and beauty;83.66;5;20.92;439.22;2/21/2019;10:26:00;Cash;418.3;4.761.904.762;20.92;7.2
114-35-5271;B;Mandalay;Normal;Female;Electronic accessories;57.91;8;23.16;486.44;02/07/2019;15:06:00;Cash;463.28;4.761.904.762;23.16;8.1
607-76-6216;C;Naypyitaw;Member;Female;Fashion accessories;92.49;5;231.23;4.855.725;03/02/2019;16:35:00;Credit card;462.45;4.761.904.762;231.23;8.6
715-20-1673;B;Mandalay;Normal;Male;Electronic accessories;28.38;5;7.1;149;03/06/2019;20:57:00;Cash;141.9;4.761.904.762;7.1;9.4
811-35-1094;B;Mandalay;Member;Male;Electronic accessories;50.45;6;15.14;317.84;02/06/2019;15:16:00;Credit card;302.7;4.761.904.762;15.14;8.9
699-88-1972;B;Mandalay;Normal;Male;Health and beauty;99.16;8;39.66;832.94;1/28/2019;17:47:00;Credit card;793.28;4.761.904.762;39.66;4.2
781-84-8059;C;Naypyitaw;Normal;Male;Fashion accessories;60.74;7;21.26;446.44;1/18/2019;16:23:00;Ewallet;425.18;4.761.904.762;21.26;5
409-49-6995;C;Naypyitaw;Member;Female;Food and beverages;47.27;6;14.18;297.8;02/05/2019;10:17:00;Cash;283.62;4.761.904.762;14.18;8.8
725-54-0677;C;Naypyitaw;Member;Male;Health and beauty;85.6;7;29.96;629.16;03/02/2019;13:50:00;Cash;599.2;4.761.904.762;29.96;5.3
146-09-5432;A;Yangon;Member;Male;Food and beverages;35.04;9;15.77;331.13;02/09/2019;19:17:00;Ewallet;315.36;4.761.904.762;15.77;4.6
377-79-7592;C;Naypyitaw;Member;Female;Electronic accessories;44.84;9;20.18;423.74;1/14/2019;14:00:00;Credit card;403.56;4.761.904.762;20.18;7.5
509-10-0516;B;Mandalay;Normal;Male;Home and lifestyle;45.97;4;9.19;193.07;02/09/2019;12:02:00;Ewallet;183.88;4.761.904.762;9.19;5.1
595-94-9924;A;Yangon;Member;Female;Health and beauty;27.73;5;69.33;1.455.825;3/26/2019;20:21:00;Credit card;138.65;4.761.904.762;69.33;4.2
865-41-9075;A;Yangon;Normal;Male;Food and beverages;11.53;7;40.36;847.46;1/28/2019;17:35:00;Cash;80.71;4.761.904.762;40.36;8.1
545-07-8534;C;Naypyitaw;Normal;Female;Health and beauty;58.32;2;5.83;122.47;2/14/2019;12:42:00;Ewallet;116.64;4.761.904.762;5.83;6
118-62-1812;C;Naypyitaw;Member;Female;Home and lifestyle;78.38;4;15.68;329.2;3/24/2019;17:56:00;Cash;313.52;4.761.904.762;15.68;7.9
450-42-3339;C;Naypyitaw;Normal;Male;Health and beauty;84.61;10;42.31;888.41;02/09/2019;18:58:00;Credit card;846.1;4.761.904.762;42.31;8.8
851-98-3555;B;Mandalay;Normal;Female;Health and beauty;82.88;5;20.72;435.12;3/24/2019;14:08:00;Credit card;414.4;4.761.904.762;20.72;6.6
186-71-5196;A;Yangon;Member;Female;Food and beverages;79.54;2;7.95;167.03;3/27/2019;16:30:00;Ewallet;159.08;4.761.904.762;7.95;6.2
624-01-8356;B;Mandalay;Normal;Female;Home and lifestyle;49.01;10;24.51;514.61;1/27/2019;10:44:00;Credit card;490.1;4.761.904.762;24.51;4.2
313-66-9943;B;Mandalay;Member;Female;Food and beverages;29.15;3;43.73;918.23;3/27/2019;20:29:00;Credit card;87.45;4.761.904.762;43.73;7.3
151-27-8496;C;Naypyitaw;Normal;Female;Electronic accessories;56.13;4;11.23;235.75;1/19/2019;11:43:00;Ewallet;224.52;4.761.904.762;11.23;8.6
453-33-6436;A;Yangon;Normal;Female;Home and lifestyle;93.12;8;37.25;782.21;02/07/2019;10:09:00;Cash;744.96;4.761.904.762;37.25;6.8
522-57-8364;A;Yangon;Member;Male;Fashion accessories;51.34;8;20.54;431.26;1/31/2019;10:00:00;Ewallet;410.72;4.761.904.762;20.54;7.6
459-45-2396;A;Yangon;Member;Female;Food and beverages;99.6;3;14.94;313.74;2/25/2019;18:45:00;Cash;298.8;4.761.904.762;14.94;5.8
717-96-4189;C;Naypyitaw;Normal;Female;Electronic accessories;35.49;6;10.65;223.59;02/02/2019;12:40:00;Cash;212.94;4.761.904.762;10.65;4.1
722-13-2115;C;Naypyitaw;Member;Male;Sports and travel;42.85;1;21.43;449.93;3/14/2019;15:36:00;Credit card;42.85;4.761.904.762;21.43;9.3
749-81-8133;A;Yangon;Normal;Female;Fashion accessories;94.67;4;18.93;397.61;03/11/2019;12:04:00;Cash;378.68;4.761.904.762;18.93;6.8
777-67-2495;B;Mandalay;Normal;Male;Home and lifestyle;68.97;3;103.46;2.172.555;2/22/2019;11:26:00;Ewallet;206.91;4.761.904.762;103.46;8.7
636-98-3364;B;Mandalay;Member;Female;Electronic accessories;26.26;3;3.94;82.72;03/02/2019;12:36:00;Ewallet;78.78;4.761.904.762;3.94;6.3
246-55-6923;C;Naypyitaw;Member;Female;Home and lifestyle;35.79;9;161.06;3.382.155;03/10/2019;15:06:00;Credit card;322.11;4.761.904.762;161.06;5.1
181-82-6255;B;Mandalay;Normal;Female;Home and lifestyle;16.37;6;4.91;103.13;02/08/2019;10:58:00;Cash;98.22;4.761.904.762;4.91;7
838-02-1821;C;Naypyitaw;Member;Female;Home and lifestyle;12.73;2;1.27;26.73;2/22/2019;12:10:00;Credit card;25.46;4.761.904.762;1.27;5.2
887-42-0517;C;Naypyitaw;Normal;Female;Sports and travel;83.14;7;29.1;611.08;01/10/2019;10:31:00;Credit card;581.98;4.761.904.762;29.1;6.6
457-12-0244;C;Naypyitaw;Member;Female;Sports and travel;35.22;6;10.57;221.89;3/14/2019;13:49:00;Ewallet;211.32;4.761.904.762;10.57;6.5
226-34-0034;B;Mandalay;Normal;Female;Electronic accessories;13.78;4;2.76;57.88;01/10/2019;11:10:00;Ewallet;55.12;4.761.904.762;2.76;9
321-49-7382;B;Mandalay;Member;Male;Sports and travel;88.31;1;44.16;927.26;2/15/2019;17:38:00;Credit card;88.31;4.761.904.762;44.16;5.2
397-25-8725;A;Yangon;Member;Female;Health and beauty;39.62;9;17.83;374.41;1/13/2019;17:54:00;Credit card;356.58;4.761.904.762;17.83;6.8
431-66-2305;B;Mandalay;Normal;Female;Electronic accessories;88.25;9;397.13;8.339.625;2/15/2019;20:51:00;Credit card;794.25;4.761.904.762;397.13;7.6
825-94-5922;B;Mandalay;Normal;Male;Sports and travel;25.31;2;2.53;53.15;03/02/2019;19:26:00;Ewallet;50.62;4.761.904.762;2.53;7.2
641-62-7288;B;Mandalay;Normal;Male;Home and lifestyle;99.92;6;29.98;629.5;3/24/2019;13:33:00;Ewallet;599.52;4.761.904.762;29.98;7.1
756-93-1854;C;Naypyitaw;Member;Female;Fashion accessories;83.35;2;8.34;175.04;02/02/2019;14:05:00;Credit card;166.7;4.761.904.762;8.34;9.5
243-55-8457;A;Yangon;Normal;Female;Food and beverages;74.44;10;37.22;781.62;2/27/2019;11:40:00;Ewallet;744.4;4.761.904.762;37.22;5.1
458-10-8612;C;Naypyitaw;Normal;Male;Health and beauty;64.08;7;22.43;470.99;1/20/2019;12:27:00;Ewallet;448.56;4.761.904.762;22.43;7.6
501-61-1753;B;Mandalay;Normal;Female;Home and lifestyle;63.15;6;18.95;397.85;01/03/2019;20:24:00;Ewallet;378.9;4.761.904.762;18.95;9.8
235-06-8510;C;Naypyitaw;Member;Male;Home and lifestyle;85.72;3;12.86;270.02;1/24/2019;20:59:00;Ewallet;257.16;4.761.904.762;12.86;5.1
433-08-7822;C;Naypyitaw;Normal;Female;Health and beauty;78.89;7;276.12;5.798.415;01/05/2019;19:48:00;Ewallet;552.23;4.761.904.762;276.12;7.5
361-85-2571;A;Yangon;Normal;Female;Sports and travel;89.48;5;22.37;469.77;3/30/2019;10:18:00;Cash;447.4;4.761.904.762;22.37;7.4
131-70-8179;A;Yangon;Member;Female;Health and beauty;92.09;3;138.14;2.900.835;2/17/2019;16:27:00;Cash;276.27;4.761.904.762;138.14;4.2
500-02-2261;C;Naypyitaw;Normal;Female;Food and beverages;57.29;6;17.19;360.93;3/21/2019;17:04:00;Ewallet;343.74;4.761.904.762;17.19;5.9
720-72-2436;A;Yangon;Normal;Male;Food and beverages;66.52;4;13.3;279.38;03/02/2019;18:14:00;Ewallet;266.08;4.761.904.762;13.3;6.9
702-83-5291;C;Naypyitaw;Member;Male;Fashion accessories;99.82;9;44.92;943.3;3/27/2019;10:43:00;Cash;898.38;4.761.904.762;44.92;6.6
809-69-9497;A;Yangon;Normal;Female;Home and lifestyle;45.68;10;22.84;479.64;1/19/2019;19:30:00;Ewallet;456.8;4.761.904.762;22.84;5.7
449-16-6770;A;Yangon;Normal;Male;Health and beauty;50.79;5;126.98;2.666.475;2/19/2019;14:53:00;Credit card;253.95;4.761.904.762;126.98;5.3
333-23-2632;A;Yangon;Member;Male;Health and beauty;10.08;7;3.53;74.09;3/28/2019;20:14:00;Cash;70.56;4.761.904.762;3.53;4.2
489-82-1237;A;Yangon;Normal;Female;Electronic accessories;93.88;7;32.86;690.02;01/05/2019;11:51:00;Credit card;657.16;4.761.904.762;32.86;7.3
859-97-6048;C;Naypyitaw;Member;Male;Electronic accessories;84.25;2;8.43;176.93;3/26/2019;14:13:00;Credit card;168.5;4.761.904.762;8.43;5.3
676-10-2200;B;Mandalay;Member;Male;Fashion accessories;53.78;1;2.69;56.47;02/03/2019;20:13:00;Ewallet;53.78;4.761.904.762;2.69;4.7
373-88-1424;C;Naypyitaw;Member;Male;Home and lifestyle;35.81;5;89.53;1.880.025;02/06/2019;18:44:00;Ewallet;179.05;4.761.904.762;89.53;7.9
365-16-4334;B;Mandalay;Normal;Female;Food and beverages;26.43;8;10.57;222.01;2/24/2019;14:26:00;Ewallet;211.44;4.761.904.762;10.57;8.9
503-21-4385;B;Mandalay;Member;Male;Health and beauty;39.91;3;59.87;1.257.165;2/21/2019;12:40:00;Ewallet;119.73;4.761.904.762;59.87;9.3
305-89-2768;B;Mandalay;Member;Female;Home and lifestyle;21.9;3;3.29;68.99;01/09/2019;18:43:00;Ewallet;65.7;4.761.904.762;3.29;4.7
574-80-1489;B;Mandalay;Member;Female;Food and beverages;62.85;4;12.57;263.97;2/25/2019;13:22:00;Ewallet;251.4;4.761.904.762;12.57;8.7
784-08-0310;C;Naypyitaw;Member;Female;Food and beverages;21.04;4;4.21;88.37;1/13/2019;13:58:00;Cash;84.16;4.761.904.762;4.21;7.6
200-40-6154;B;Mandalay;Member;Male;Home and lifestyle;65.91;6;19.77;415.23;02/09/2019;11:45:00;Cash;395.46;4.761.904.762;19.77;5.7
846-10-0341;A;Yangon;Normal;Female;Fashion accessories;42.57;7;149;3.128.895;01/06/2019;11:51:00;Cash;297.99;4.761.904.762;149;6.8
577-34-7579;C;Naypyitaw;Member;Male;Food and beverages;50.49;9;227.21;4.771.305;01/10/2019;17:16:00;Cash;454.41;4.761.904.762;227.21;5.4
430-02-3888;B;Mandalay;Normal;Male;Electronic accessories;46.02;6;13.81;289.93;02/07/2019;15:55:00;Cash;276.12;4.761.904.762;13.81;7.1
867-47-1948;C;Naypyitaw;Normal;Female;Home and lifestyle;15.8;10;7.9;165.9;01/09/2019;12:07:00;Cash;158;4.761.904.762;7.9;7.8
384-59-6655;A;Yangon;Member;Female;Food and beverages;98.66;9;44.4;932.34;2/19/2019;15:07:00;Cash;887.94;4.761.904.762;44.4;8.4
256-58-3609;C;Naypyitaw;Member;Male;Fashion accessories;91.98;1;4.6;96.58;3/18/2019;15:29:00;Cash;91.98;4.761.904.762;4.6;9.8
324-92-3863;A;Yangon;Member;Male;Electronic accessories;20.89;2;2.09;43.87;02/05/2019;18:45:00;Cash;41.78;4.761.904.762;2.09;9.8
593-08-5916;A;Yangon;Normal;Female;Fashion accessories;15.5;1;0.78;16.28;3/19/2019;15:23:00;Credit card;15.5;4.761.904.762;0.78;7.4
364-34-2972;C;Naypyitaw;Member;Male;Electronic accessories;96.82;3;14.52;304.98;3/30/2019;20:37:00;Cash;290.46;4.761.904.762;14.52;6.7
794-42-3736;B;Mandalay;Normal;Male;Food and beverages;33.33;2;3.33;69.99;1/26/2019;14:41:00;Credit card;66.66;4.761.904.762;3.33;6.4
172-42-8274;B;Mandalay;Normal;Female;Electronic accessories;38.27;2;3.83;80.37;03/02/2019;18:18:00;Credit card;76.54;4.761.904.762;3.83;5.8
558-60-5016;A;Yangon;Normal;Female;Home and lifestyle;33.3;9;14.99;314.69;03/04/2019;15:27:00;Ewallet;299.7;4.761.904.762;14.99;7.2
195-06-0432;A;Yangon;Member;Male;Home and lifestyle;81.01;3;121.52;2.551.815;1/13/2019;12:55:00;Credit card;243.03;4.761.904.762;121.52;9.3
605-03-2706;A;Yangon;Normal;Female;Health and beauty;15.8;3;2.37;49.77;3/25/2019;18:02:00;Cash;47.4;4.761.904.762;2.37;9.5
214-30-2776;B;Mandalay;Member;Female;Electronic accessories;34.49;5;86.23;1.810.725;03/11/2019;19:44:00;Credit card;172.45;4.761.904.762;86.23;9
746-04-1077;B;Mandalay;Member;Female;Food and beverages;84.63;10;42.32;888.62;01/01/2019;11:36:00;Credit card;846.3;4.761.904.762;42.32;9
448-34-8700;B;Mandalay;Member;Male;Home and lifestyle;36.91;7;129.19;2.712.885;02/10/2019;13:51:00;Ewallet;258.37;4.761.904.762;129.19;6.7
452-04-8808;B;Mandalay;Normal;Male;Electronic accessories;87.08;7;30.48;640.04;1/26/2019;15:17:00;Cash;609.56;4.761.904.762;30.48;5.5
531-56-4728;A;Yangon;Normal;Male;Home and lifestyle;80.08;3;12.01;252.25;02/11/2019;15:29:00;Cash;240.24;4.761.904.762;12.01;5.4
744-82-9138;C;Naypyitaw;Normal;Male;Fashion accessories;86.13;2;8.61;180.87;02/07/2019;17:59:00;Cash;172.26;4.761.904.762;8.61;8.2
883-69-1285;B;Mandalay;Member;Male;Fashion accessories;49.92;2;4.99;104.83;03/06/2019;11:55:00;Credit card;99.84;4.761.904.762;4.99;7
221-25-5073;A;Yangon;Normal;Female;Food and beverages;74.66;4;14.93;313.57;03/04/2019;10:39:00;Cash;298.64;4.761.904.762;14.93;8.5
518-71-6847;B;Mandalay;Member;Male;Food and beverages;26.6;6;7.98;167.58;2/26/2019;15:10:00;Ewallet;159.6;4.761.904.762;7.98;4.9
156-20-0370;B;Mandalay;Normal;Female;Electronic accessories;25.45;1;12.73;267.23;03/10/2019;18:10:00;Credit card;25.45;4.761.904.762;12.73;5.1
151-33-7434;B;Mandalay;Normal;Female;Food and beverages;67.77;1;33.89;711.59;02/04/2019;20:43:00;Credit card;67.77;4.761.904.762;33.89;6.5
728-47-9078;C;Naypyitaw;Member;Male;Food and beverages;59.59;4;11.92;250.28;1/19/2019;12:46:00;Cash;238.36;4.761.904.762;11.92;9.8
809-46-1866;A;Yangon;Normal;Male;Health and beauty;58.15;4;11.63;244.23;1/23/2019;17:44:00;Cash;232.6;4.761.904.762;11.63;8.4
139-32-4183;A;Yangon;Member;Female;Sports and travel;97.48;9;43.87;921.19;3/14/2019;14:19:00;Ewallet;877.32;4.761.904.762;43.87;7.4
148-41-7930;C;Naypyitaw;Normal;Male;Health and beauty;99.96;7;34.99;734.71;1/23/2019;10:33:00;Cash;699.72;4.761.904.762;34.99;6.1
189-40-5216;C;Naypyitaw;Normal;Male;Electronic accessories;96.37;7;337.3;7.083.195;01/09/2019;11:40:00;Cash;674.59;4.761.904.762;337.3;6
374-38-5555;B;Mandalay;Normal;Female;Fashion accessories;63.71;5;159.28;3.344.775;02/07/2019;19:30:00;Ewallet;318.55;4.761.904.762;159.28;8.5
764-44-8999;B;Mandalay;Normal;Female;Health and beauty;14.76;2;1.48;31;2/18/2019;14:42:00;Ewallet;29.52;4.761.904.762;1.48;4.3
552-44-5977;B;Mandalay;Member;Male;Health and beauty;62;8;24.8;520.8;01/03/2019;19:08:00;Credit card;496;4.761.904.762;24.8;6.2
267-62-7380;C;Naypyitaw;Member;Male;Electronic accessories;82.34;10;41.17;864.57;3/29/2019;19:12:00;Ewallet;823.4;4.761.904.762;41.17;4.3
430-53-4718;B;Mandalay;Member;Male;Health and beauty;75.37;8;30.15;633.11;1/28/2019;15:46:00;Credit card;602.96;4.761.904.762;30.15;8.4
886-18-2897;A;Yangon;Normal;Female;Food and beverages;56.56;5;14.14;296.94;3/22/2019;19:06:00;Credit card;282.8;4.761.904.762;14.14;4.5
602-16-6955;B;Mandalay;Normal;Female;Sports and travel;76.6;10;38.3;804.3;1/24/2019;18:10:00;Ewallet;766;4.761.904.762;38.3;6
745-74-0715;A;Yangon;Normal;Male;Electronic accessories;58.03;2;5.8;121.86;03/10/2019;20:46:00;Ewallet;116.06;4.761.904.762;5.8;8.8
690-01-6631;B;Mandalay;Normal;Male;Fashion accessories;17.49;10;8.75;183.65;2/22/2019;18:35:00;Ewallet;174.9;4.761.904.762;8.75;6.6
652-49-6720;C;Naypyitaw;Member;Female;Electronic accessories;60.95;1;30.48;639.98;2/18/2019;11:40:00;Ewallet;60.95;4.761.904.762;30.48;5.9
233-67-5758;C;Naypyitaw;Normal;Male;Health and beauty;40.35;1;20.18;423.68;1/29/2019;13:46:00;Ewallet;40.35;4.761.904.762;20.18;6.2
303-96-2227;B;Mandalay;Normal;Female;Home and lifestyle;97.38;10;48.69;1022.49;03/02/2019;17:16:00;Ewallet;973.8;4.761.904.762;48.69;4.4
727-02-1313;A;Yangon;Member;Male;Food and beverages;31.84;1;1.59;33.43;02/09/2019;13:22:00;Cash;31.84;4.761.904.762;1.59;7.7
347-56-2442;A;Yangon;Normal;Male;Home and lifestyle;65.82;1;3.29;69.11;2/22/2019;15:33:00;Cash;65.82;4.761.904.762;3.29;4.1
849-09-3807;A;Yangon;Member;Female;Fashion accessories;88.34;7;30.92;649.3;2/18/2019;13:28:00;Cash;618.38;4.761.904.762;30.92;6.6
